,title,price,link
20,"HP 15, 12th Gen Intel Core i5-1235U Laptop (16GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.69kg, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu/fd0111tu","50,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzI0OTkwNjczNjg1NDYwOjE3NDkzMDY4NDA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIxNjE0MjIzMjo6MTo6&url=%2FHP-i5-1235U-Anti-Glare-Micro-Edge-fy5009tu%2Fdp%2FB0D4M66F6R%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0D4M66F6R%26pd_rd_r%3Dfd0959ba-d957-43a4-8114-643b406de900%26pd_rd_w%3DtmAG2%26pd_rd_wg%3DtTOyY%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DXAX7BFMAE701V41ZM4PJ%26qid%3D1749306840%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-18-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
21,"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty, 83CRA01SIN","44,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzI0OTkwNjczNjg1NDYwOjE3NDkzMDY4NDA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU3ODIyMDcxODMzMjo6Mjo6&url=%2FLenovo-V15-Antiglare-Lifetime-83CRA01SIN%2Fdp%2FB0DDY1HWZL%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DDY1HWZL%26pd_rd_r%3Dfd0959ba-d957-43a4-8114-643b406de900%26pd_rd_w%3DtmAG2%26pd_rd_wg%3DtTOyY%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DXAX7BFMAE701V41ZM4PJ%26qid%3D1749306840%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-19-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
22,"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.5cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Intel Arc GPU/Win11/MSO 21/FHD+IR Cam/1Yr ADP Free/Grey/1.4Kg), 83D2001GIN","99,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzI0OTkwNjczNjg1NDYwOjE3NDkzMDY4NDA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjE3ODExOTYzMjo6Mzo6&url=%2FLenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN%2Fdp%2FB0CY2LDT1S%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CY2LDT1S%26pd_rd_r%3Dfd0959ba-d957-43a4-8114-643b406de900%26pd_rd_w%3DtmAG2%26pd_rd_wg%3DtTOyY%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DXAX7BFMAE701V41ZM4PJ%26qid%3D1749306840%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-20-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
23,"HP 15, 13th Gen Intel Core i5-1334U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365,Office24, Silver,1.59kg, Iris Xe Graphics,FHD Camera w/Privacy Shutter, fd0577TU","56,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MDYwNDQ5NjIyNzA4OTc3OjE3NDkzMDY4MzU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU1OTY2MTEwNTgzMjo6MDo6&url=%2FHP-i5-1334U-Anti-Glare-Micro-Edge-fd0577TU%2Fdp%2FB0F4R6H3NB%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%253Aamzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0F4R6H3NB%26pd_rd_r%3Db52b72be-45f9-4293-bf54-428bd8b6f2dc%26pd_rd_w%3DhY0Ng%26pd_rd_wg%3DY3Dl3%26pf_rd_p%3D739e670d-dfb3-4be0-9815-d8c5c0372e07%26pf_rd_r%3DF0FA8K7TEPBMJK1S6D5N%26qid%3D1749306835%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
24,"Primebook S WiFi, 2025(New) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)","14,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMzI0OTkwNjczNjg1NDYwOjE3NDkzMDY4NDA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIwNDM1MjIyNTQzMjo6NDo6&url=%2FPrimebook-Android-Based-MediaTek-MT8183%2Fdp%2FB0D2Y4KLGN%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0D2Y4KLGN%26pd_rd_r%3Dfd0959ba-d957-43a4-8114-643b406de900%26pd_rd_w%3DtmAG2%26pd_rd_wg%3DtTOyY%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DXAX7BFMAE701V41ZM4PJ%26qid%3D1749306840%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-21-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
25,STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),249,https://amazon.in//STRIFF-Adjustable-Patented-Ventilated-Compatible/dp/B07XCM6T4N/ref=sr_1_22?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-22
26,"Acer [SmartChoice Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","21,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_23?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-23
27,"FUTOPIA ULTIMUS PRO Intel Dual Core ~2.8GHz (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U6INC43BN-CS Thin and Light Laptop (14 Inch, Cloud Silver, 1.2 kg)","11,480",https://amazon.in//FUTOPIA-ULTIMUS-2-8GHz-Storage-NU14U6INC43BN-CS/dp/B0F26L99HK/ref=sr_1_24?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-24
28,"Cable World Educational Laptop Computer Toy Educational Computer for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool,Blue",749,https://amazon.in//Cable-Tricycle-Dancing-Battery-Operated/dp/B08BJC3HXK/ref=sr_1_25?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-25
29,"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","20,990",https://amazon.in//Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_26?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-26
30,"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0156AU","41,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4NTAzMzg5ODgwNDY4ODUwOjE3NDkzMDY4NDA6c3BfbXRmOjMwMDU4MjM4NTE5MjQzMjo6MDo6&url=%2FHP-RyzenTM-15-6-inch-Speakers-15s-fc0156AU%2Fdp%2FB0CY2PLQ8N%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1749306840%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
31,"Lenovo IdeaPad Slim 3, Intel Core i3, 12th Gen, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, Office Home 2024, Arctic Grey, 1.63Kg, 82RK01ABIN, Intel UHD Graphics, 1Yr ADP Free Laptop","33,290",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4NTAzMzg5ODgwNDY4ODUwOjE3NDkzMDY4NDA6c3BfbXRmOjMwMDQ1NjIxNjE0MDUzMjo6MDo6&url=%2FLenovo-IdeaPad-39-62cm-Warranty-82RK006DIN%2Fdp%2FB0B4JPC8GT%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1749306840%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
32,"Lenovo Ideapad 5 2-in-1 AMD Ryzen 7 8845HS 14"" (35.5cm) WUXGA IPS 300Nits Convertible Laptop (16GB/512GB SSD/Win 11/Office Home 2024/Backlit KB/FPR/FHD Camera/Grey/1.6kg), 83DR003BIN","73,991",https://amazon.in//Lenovo-Ideapad-Convertible-Mon-Game-83DR003BIN/dp/B0D45125BJ/ref=sr_1_29?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-29
33,"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",349,https://amazon.in//Dyazo-Computer-Adjustable-Ergonomic-Compatible/dp/B08LHTJTBB/ref=sr_1_30?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-30
34,"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6'' FHD, Backlit KB,Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0572TU","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MDYwNDQ5NjIyNzA4OTc3OjE3NDkzMDY4MzU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU2MTY4NzkyNjIzMjo6MTo6&url=%2FHP-i3-1315U-Anti-Glare-Micro-Edge-fd0572TU%2Fdp%2FB0F4R6GXWJ%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%253Aamzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0F4R6GXWJ%26pd_rd_r%3Db52b72be-45f9-4293-bf54-428bd8b6f2dc%26pd_rd_w%3DhY0Ng%26pd_rd_wg%3DY3Dl3%26pf_rd_p%3D739e670d-dfb3-4be0-9815-d8c5c0372e07%26pf_rd_r%3DF0FA8K7TEPBMJK1S6D5N%26qid%3D1749306835%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
35,"ULTIMUS PRO Intel Celeron Dual Core 2.8 GHz | 8GB RAM | 256GB SSD (Expandable upto 512GB) | 14.1"" IPS | 178Â° Wide Viewing Angle | Intel HD Graphics | Windows 11 Home | Lightweight 1.2Kg | Black","14,980",https://amazon.in//ULTIMUS-Celeron-Expandable-Graphics-Lightweight/dp/B0F79CBNXJ/ref=sr_1_31?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-31
36,"HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.29 kg), fa0187TX","74,990",https://amazon.in//HP-I7-12650H-Geforce-Technology-15-Fa0187Tx/dp/B0CR6M3RJ5/ref=sr_1_32?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-32
37,"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.5cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Intel Arc GPU/Win11/MSO 21/FHD+IR Cam/1Yr ADP Free/Grey/1.4Kg), 83D2001GIN","99,990",https://amazon.in//Lenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN/dp/B0CY2LDT1S/ref=sr_1_33?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-33
38,"Walker Thin & Light Laptop,14.1""(4GB RAM,128GB SSD)| FHD IPS Display 1920 * 1080 Resolution | Celeron Processor N4020 (Gemini Lake)| UHD Graphics 600|Webcam | Windows 11 Home | Champagne Gold","12,990",https://amazon.in//Walker-Notebook-Laptop-PC-Model/dp/B0CGX5B5TZ/ref=sr_1_34?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-34
39,"HP 15, 13th Gen Intel Core i3-1315U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Grey, 1.59kg), Anti-Glare, Micro-Edge,15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, 1080p FHD Camera, fd0006TU","37,290",https://amazon.in//HP-i3-1315U-Anti-Glare-Micro-Edge-15-6-inch/dp/B0C3RF3HT3/ref=sr_1_35?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-35
40,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250nits, Standard Keyboard, Windows 11+MSO'21 & 15 Month McAfee, Black, 1.62kg","35,490",https://amazon.in//Dell-Inspiron-i3-1305U-Processor-Standard/dp/B0DSFQ2XC7/ref=sr_1_36?dib=eyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s&dib_tag=se&keywords=laptop&qid=1749306840&sr=8-36
41,"HP 15s, 12th Gen Intel Core i3-1215U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm,FHD, Win 11, MS Office 21, Silver, 1.69kg, Intel UHD Graphics, HD Camera, Dual Speakers, fy5006tu","33,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4NTAzMzg5ODgwNDY4ODUwOjE3NDkzMDY4NDA6c3BfYnRmOjMwMDUzMzM5NTg2OTAzMjo6MDo6&url=%2FHP-i3-1215U-Anti-Glare-15-6inch-Graphics%2Fdp%2FB0CJBL2QWY%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9.IruyASTNhyI_9OFVUcTOgBVGoCooKncFUOUT1fU7JastHBWVFgUy2RCA8IHt7c_GWZh9p-stdCRTnu-BrYHLt5-3E2_AZ7zQf7CuREZdhs7CfHaL9Xuj1ATWFf4VSje2lmo5Hd7ZGqJUDfnRO6-2ZFhWFHWTmqgL6bIQpadNLBjSDmm6_XuTAoXeJjbYc4i-K0ZiXznQbFzBdYkV2ZdspE1O1PNB2vP5ZO7DiuSZFe8.9xHfgzSuAdHo6Z4Ohumct76KBYLSSbiUKBxuaRTJq1s%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1749306840%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
